Desc  ,Name_Analog_Source,Zones  ,Alm_preHi  ,Alm_emgHi  ,Alm_unrHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,EU_Hi  ,EuText  ,record,OrderNo,Type,Key,Name,Stn,AOR,pUNIT,pScale EU_Hi,AlarmGrp,RawCountFormat,"77,4","77,1","77,0","78,0","78,1","78,4","91,1","91,2","91,3","91,4","91,5",ICAddress
"GL,MX,SN,ME,MN WATT TTL  ","SPR,WT3     ",4  ,165000  ,170000  ,180000  ,-10  ,-1000  ,-2000  ,1.0,WATTS  ,842,842,2,"""04067033""","""GL,MX,SN,ME,MN WATT TTL""",067,4,3,1.0,1,1,180000  ,170000  ,165000  ,-10,-1000  ,-2000  ,0.0,0.0,0.0,1.0,1.0,
ME BKR 2C AMPS BKR TRIP  ,"ME,2C      ",1  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,843,843,1,"""03041009""","""ME BKR 2C AMPS BKR TRIP""",041,1,1,600.0126,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,WT      ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,844,844,2,"""04067034""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CBKR 3 POWER FACTOR  ,"CA,3PF     ",5  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,845,845,1,"""03010022""","""CBKR 3 POWER FACTOR""",010,5,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BC 6W56 AVGAMP*VOLT  ,"BC,6W56AV  ",3  ,300000  ,340000  ,380000  ,-10  ,-1000  ,-2000  ,1.0,WATTS  ,846,846,2,"""04007032""","""BC 6W56 AVGAMP*VOLT""",007,3,3,1.0,1,1,380000  ,340000  ,300000  ,-10,-1000  ,-2000  ,0.0,0.0,0.0,1.0,1.0,
POWER FACTOR  ,"SA,PFMIN   ",6  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,847,847,2,"""04056007""","""POWER FACTOR""",056,6,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB TX1 MULTIPLIER  ,"DB,MUL1    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,848,848,2,"""04014004""","""DB TX1 MULTIPLIER""",014,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB TX2 MULTIPLIER  ,"DB,MUL2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,849,849,2,"""04014005""","""DB TX2 MULTIPLIER""",014,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
OP CALC TEST DEMAND  ,"OP,CCALI   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,850,850,2,"""04016009""","""OP CALC TEST DEMAND""",016,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BW CUR MONTH DEMAND  ,"BW,CMT     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,851,851,2,"""04015004""","""BW CUR MONTH DEMAND""",015,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SA TX1 REG A PH VOLTS  ,"SA,RAV1    ",6  ,127.5  ,129  ,150  ,120  ,118.5  ,-10  ,204.7,VOLTS  ,852,852,1,"""03056008""","""SA TX1 REG A PH VOLTS""",056,6,5,204.7,1,1,150  ,129  ,127.5  ,120,118.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
BY TX A AMP TOTAL  ,"BY,TXATOT  ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,853,853,2,"""04002004""","""BY TX A AMP TOTAL""",002,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LC TX2 POWER FACTOR MET  ,"LC,PF2M    ",3  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,854,854,1,"""03023031""","""LC TX2 POWER FACTOR MET""",023,3,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 4 A AMPS  ,"LY,4A      ",7  ,440  ,490  ,540  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,855,855,1,"""03042012""","""BKR 4 A AMPS""",042,7,1,599.9999,1,1,540  ,490  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
KH PERCENT ERROR  ,"KH,PERCT   ",1  ,  ,  ,  ,  ,  ,  ,1.0,  ,856,856,2,"""04038008""","""KH PERCENT ERROR""",038,1,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SA TX1 REG B PH VOLTS  ,"SA,RBV1    ",6  ,127.5  ,129  ,150  ,120  ,118.5  ,-10  ,204.7,VOLTS  ,857,857,1,"""03056009""","""SA TX1 REG B PH VOLTS""",056,6,5,204.7,1,1,150  ,129  ,127.5  ,120,118.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
PREVIOUS DAY DEMAND  ,"GP,PDY     ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,858,858,2,"""04028008""","""PREVIOUS DAY DEMAND""",028,10,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SB TO DUVAL MVARS 230 KV  ,"SB,DVMV    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,MWATTS  ,859,859,2,"""04065006""","""SB TO DUVAL MVARS 230 KV""",065,10,16,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CARA CALC DEMAND  ,"CA,CALI    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,860,860,2,"""04010003""","""CARA CALC DEMAND""",010,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BC SOUTH BUSS WATTS  ,"BC,SBUSW   ",3  ,300000  ,340000  ,380000  ,-10  ,-1000  ,-2000  ,1.0,WATTS  ,861,861,2,"""04007033""","""BC SOUTH BUSS WATTS""",007,3,3,1.0,1,1,380000  ,340000  ,300000  ,-10,-1000  ,-2000  ,0.0,0.0,0.0,1.0,1.0,
FARNSWORTH CALC DEMAND  ,"FA,CALI    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,862,862,2,"""04060006""","""FARNSWORTH CALC DEMAND""",060,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GC VARS LAG  ,"GC,MV1     ",4  ,4000  ,5000  ,5400  ,  ,  ,  ,65504.0,VARS  ,863,863,1,"""03022009""","""GC VARS LAG""",022,4,4,65504.0,1,1,5400  ,5000  ,4000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GC VARS LEAD  ,"GC,MV1-    ",4  ,4000  ,5000  ,5400  ,  ,  ,  ,65504.0,VARS  ,864,864,1,"""03022010""","""GC VARS LEAD""",022,4,4,65504.0,1,1,5400  ,5000  ,4000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
OP CALC PREV DAY DEMAND  ,"OP,CPDY    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,865,865,2,"""04016010""","""OP CALC PREV DAY DEMAND""",016,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LC TX2 MULTIPLIER  ,"LC,MUL2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,866,866,2,"""04023021""","""LC TX2 MULTIPLIER""",023,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
KH E 230 VOLTS  ,"SECI,KHEBV   ",1 2  ,  ,  ,  ,  ,  ,  ,38.9196,VARS  ,867,867,1,"""03058034""","""KH E 230 VOLTS""",058,13,4,38.9196,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BR BRK 1 C AMPS BRK TRIP  ,"BR,1C      ",5  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,868,868,1,"""03029017""","""BR BRK 1 C AMPS BRK TRIP""",029,5,1,600.0126,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
PH CALC DEMAND  ,"PH,CALI    ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,869,869,2,"""04025001""","""PH CALC DEMAND""",025,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX1 POWER FACTOR  ,"WE,PF1M    ",4  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,870,870,1,"""03069001""","""WE TX1 POWER FACTOR""",069,4,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SS CALC DEMAND  ,"SS,CALI    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,871,871,2,"""04045004""","""SS CALC DEMAND""",045,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 2 B AMP BKR TRIP  ,"RV,2B      ",6  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,872,872,1,"""03031021""","""BKR 2 B AMP BKR TRIP""",031,6,1,600.0001,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
NR PULSE FROM 6151KW  ,"NR,P1      ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,873,873,2,"""04051008""","""NR PULSE FROM 6151KW""",051,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,CALI    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,874,874,2,"""04067035""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SB TO GC MVARS  ,"SB,GCMV    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,VARS  ,875,875,2,"""04065007""","""SB TO GC MVARS""",065,10,4,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
POMONA PARK CALC DEMAND  ,"PP,CALI    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,876,876,2,"""04037003""","""POMONA PARK CALC DEMAND""",037,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WA KVA METER  ,"WA,KVAM    ",1  ,  ,  ,  ,  ,  ,  ,65504.0,KVA  ,877,877,1,"""03004018""","""WA KVA METER""",004,1,8,65504.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BRK 4 B AMPS  ,"LY,4B      ",7  ,440  ,490  ,540  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,878,878,1,"""03042013""","""BRK 4 B AMPS""",042,7,1,599.9999,1,1,540  ,490  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
TX2 FREQUENCY  ,"KH,TX2FRQ  ",1  ,  ,  ,  ,  ,  ,  ,204.7,HZ  ,879,879,1,"""03038008""","""TX2 FREQUENCY""",038,1,7,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TUSTENUGGEE CALC DEMAND  ,"LC,TUCALI  ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,880,880,2,"""04023022""","""TUSTENUGGEE CALC DEMAND""",023,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
  ,"HL,SOEPT   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,881,881,2,"""04070001""","""""",070,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
  ,"MX,SOEPT   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,882,882,2,"""04033003""","""""",033,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 4 POWER FACTOR  ,"CA,4PF     ",5  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,883,883,1,"""03010023""","""BKR 4 POWER FACTOR""",010,5,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 2 A AMPS BKR TRIP  ,"SG,2A      ",7  ,440  ,490  ,540  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,884,884,1,"""03008027""","""BKR 2 A AMPS BKR TRIP""",008,7,1,599.9999,1,1,540  ,490  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
  ,"BC,SOEPT   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,885,885,2,"""04007034""","""""",007,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
  ,"BW,SOEPT   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,886,886,2,"""04015005""","""""",015,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SA TX1 REG C PH VOLTS  ,"SA,RCV1    ",6  ,127.5  ,129  ,150  ,120  ,118.5  ,-10  ,204.7,VOLTS  ,887,887,1,"""03056010""","""SA TX1 REG C PH VOLTS""",056,6,5,204.7,1,1,150  ,129  ,127.5  ,120,118.5  ,-10  ,0.0,0.0,0.0,1.0,1.0,
GC & LA TX C AMP TOTAL  ,"SB,131C    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,888,888,2,"""04065008""","""GC & LA TX C AMP TOTAL""",065,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX1 POWER FACTOR AVG  ,"RD,PF1AVG  ",4  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,889,889,2,"""04036009""","""TX1 POWER FACTOR AVG""",036,4,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"CA,MUL     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,890,890,2,"""04010004""","""MULTIPLIER""",010,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"WH,MUL     ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,891,891,2,"""04021001""","""MULTIPLIER""",021,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"FA,MUL     ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,892,892,2,"""04060007""","""MULTIPLIER""",060,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
OP CALI DEMAND TX2  ,"OP,CALI2   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,893,893,2,"""04016011""","""OP CALI DEMAND TX2""",016,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX1 FREQUENCY  ,"WE,TX1FRQ  ",4  ,  ,  ,  ,  ,  ,  ,204.7,HZ  ,894,894,1,"""03069002""","""WE TX1 FREQUENCY""",069,4,7,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BW FDR 4C AMPS  ,"BW,4C      ",4  ,700  ,750  ,800  ,-10  ,-20  ,-30  ,799.9981,AMPS  ,895,895,1,"""03015016""","""BW FDR 4C AMPS""",015,4,1,799.9981,1,1,800  ,750  ,700  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
FA TX A AMPS C/S TRIP  ,"FA,TXA     ",5  ,835  ,885  ,942  ,  ,  ,  ,1637.6,AMPS  ,896,896,1,"""03060013""","""FA TX A AMPS C/S TRIP""",060,5,1,1637.6,1,1,942  ,885  ,835  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"NR,MUL     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,897,897,2,"""04051009""","""MULTIPLIER""",051,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BR BRK 2 A AMPS BRK TRIP  ,"BR,2A      ",5  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,898,898,1,"""03029018""","""BR BRK 2 A AMPS BRK TRIP""",029,5,1,600.0126,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"PH,MUL     ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,899,899,2,"""04025002""","""MULTIPLIER""",025,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX1 KVA METER  ,"WE,KVA1M   ",4  ,  ,  ,  ,  ,  ,  ,65504.0,KVA  ,900,900,1,"""03069003""","""WE TX1 KVA METER""",069,4,8,65504.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"SS,MUL     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,901,901,2,"""04045005""","""MULTIPLIER""",045,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 1 A AMP BKR TRIP  ,"RV,2C      ",6  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,902,902,1,"""03031022""","""BKR 1 A AMP BKR TRIP""",031,6,1,600.0001,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
MI TX2 PRV MTH DMND  ,"MI,PMT2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,903,903,2,"""04011004""","""MI TX2 PRV MTH DMND""",011,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,MUL2    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,904,904,2,"""04067036""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
TX2 POWER FACTOR AVG  ,"RD,PF2AVG  ",4  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,905,905,2,"""04036010""","""TX2 POWER FACTOR AVG""",036,4,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"PP,MUL     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,906,906,2,"""04037004""","""MULTIPLIER""",037,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GL 1B AMPS BKR TRIP  ,"GL,1B      ",1  ,450  ,500  ,560  ,-10  ,-20  ,-30  ,599.9958,AMPS  ,907,907,1,"""03046009""","""GL 1B AMPS BKR TRIP""",046,1,1,599.9958,1,1,560  ,500  ,450  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
BKR 4 C AMPS  ,"LY,4C      ",7  ,440  ,490  ,540  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,908,908,1,"""03042014""","""BKR 4 C AMPS""",042,7,1,599.9999,1,1,540  ,490  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
WE TX1 VARS LAG  ,"WE,MV1     ",4  ,18000  ,19000  ,20000  ,-18000  ,-19000  ,-20000  ,65504.0,VARS  ,909,909,1,"""03069004""","""WE TX1 VARS LAG""",069,4,4,65504.0,1,1,20000  ,19000  ,18000  ,-18000,-19000  ,-20000  ,0.0,0.0,0.0,1.0,1.0,
MULTIPLIER  ,"LC,TUMUL   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,910,910,2,"""04023023""","""MULTIPLIER""",023,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"LC,TUCHR   ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,911,911,2,"""04023024""","""CURRENT HOUR DEMAND""",023,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
LC 2 CUR HR DEMAND  ,"LC,CHR2    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,912,912,2,"""04023025""","""LC 2 CUR HR DEMAND""",023,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BKR 5 A AMPS  ,"LY,5A      ",7  ,440  ,490  ,540  ,-10  ,-20  ,-30  ,599.9999,AMPS  ,913,913,1,"""03042015""","""BKR 5 A AMPS""",042,7,1,599.9999,1,1,540  ,490  ,440  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
WALDO 2C AMPS BKR TRIP  ,"WA,2C      ",1  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,599.9958,AMPS  ,914,914,1,"""03004019""","""WALDO 2C AMPS BKR TRIP""",004,1,1,599.9958,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"PP,CHR     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,915,915,2,"""04037005""","""CURRENT HOUR DEMAND""",037,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SB TO RS MVARS  ,"SB,RSMV    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,MWATTS  ,916,916,2,"""04065009""","""SB TO RS MVARS""",065,10,16,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
MODEL  ,"SPR,CHR     ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,KVA  ,917,917,2,"""04067037""","""MODEL""",067,10,8,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
RD BKR 6A AMPS  ,"RD,6A      ",4  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,1199.999,AMPS  ,918,918,1,"""03036009""","""RD BKR 6A AMPS""",036,4,1,1199.999,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
BKR 3 A AMP BKR TRIP  ,"RV,3A      ",6  ,452  ,502  ,552  ,-10  ,-20  ,-30  ,600.0001,AMPS  ,919,919,1,"""03031023""","""BKR 3 A AMP BKR TRIP""",031,6,1,600.0001,1,1,552  ,502  ,452  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"SS,CHR     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,920,920,2,"""04045006""","""CURRENT HOUR DEMAND""",045,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX1 VARS LEAD  ,"WE,MV1-    ",4  ,4000  ,5000  ,5400  ,  ,  ,  ,65504.0,VARS  ,921,921,1,"""03069005""","""WE TX1 VARS LEAD""",069,4,4,65504.0,1,1,5400  ,5000  ,4000  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"PH,CHR     ",5  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,922,922,2,"""04025003""","""CURRENT HOUR DEMAND""",025,5,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
BR BRK 2 B AMPS BRK TRIP  ,"BR,2B      ",5  ,500  ,550  ,600  ,-10  ,-20  ,-30  ,600.0126,AMPS  ,923,923,1,"""03029019""","""BR BRK 2 B AMPS BRK TRIP""",029,5,1,600.0126,1,1,600  ,550  ,500  ,-10,-20  ,-30  ,0.0,0.0,0.0,1.0,1.0,
RV E 230 VOLTS  ,"SECI,RVEBV   ",1 2  ,  ,  ,  ,  ,  ,  ,3541.31,VARS  ,924,924,1,"""03058035""","""RV E 230 VOLTS""",058,13,4,3541.31,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
FA TX B AMPS C/S TRIP  ,"FA,TXB     ",5  ,835  ,885  ,942  ,  ,  ,  ,1637.6,AMPS  ,925,925,1,"""03060014""","""FA TX B AMPS C/S TRIP""",060,5,1,1637.6,1,1,942  ,885  ,835  ,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
  ,"ES,SOEPT   ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,  ,926,926,2,"""04047001""","""""",047,10,"""""",1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
WE TX2 POWER FACTOR  ,"WE,PF2M    ",4  ,  ,  ,  ,  ,  ,  ,204.7,PF  ,927,927,1,"""03069006""","""WE TX2 POWER FACTOR""",069,4,6,204.7,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
OP CUR DAY DEMAND  ,"OP,CDY2    ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,928,928,2,"""04016012""","""OP CUR DAY DEMAND""",016,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"FA,CHR     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,929,929,2,"""04060008""","""CURRENT HOUR DEMAND""",060,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
DB CUR HR DEMAND TOT  ,"DB,CHRT    ",3  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,930,930,2,"""04014006""","""DB CUR HR DEMAND TOT""",014,3,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
CURRENT HOUR DEMAND  ,"CA,CHR     ",4  ,  ,  ,  ,  ,  ,  ,1.0,KW  ,931,931,2,"""04010005""","""CURRENT HOUR DEMAND""",010,4,10,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
SEMI LA DELIVERY PT WATT  ,"SB,LAW     ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,WATTS  ,932,932,2,"""04065010""","""SEMI LA DELIVERY PT WATT""",065,10,3,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
GC & LA TX A AMP TOTAL  ,"SB,131A    ",1 2 3 4 5 6 7 8  ,  ,  ,  ,  ,  ,  ,1.0,AMPS  ,933,933,2,"""04065011""","""GC & LA TX A AMP TOTAL""",065,10,1,1.0,1,1,999999,999996,999995,-999995,-999996,-999999,0.0,0.0,0.0,1.0,1.0,
