Name  ,Desc  ,Zones  ,PType  ,DevClass  ,EuText  ,Telem_CL  ,Telem_RTU  ,Telem_A  ,Telem_B  ,Telem_C  ,EU_Hi  ,EU_Lo  ,EU_Counts  ,AlogFmt  ,ZeroClmp  ,Alm_unrHi  ,Alm_emgHi  ,Alm_preHi  ,Alm_preLo  ,Alm_emgLo  ,Alm_unrLo  ,Sev_unrHi  ,Sev_emgHi  ,Sev_preHi  ,Sev_preLo  ,Sev_emgLo  ,Sev_unrLo  ,Vcode_unrHi  ,Vcode_emgHi  ,Vcode_preHi  ,Vcode_preLo  ,Vcode_emgLo  ,Vcode_unrLo  ,Dband_unr  ,Dband_emg  ,Dband_pre  ,ROC_Limit  ,ROC_Sev  ,ROC_Vcode  ,ROC_Pos  ,ROC_Neg  ,Sev_Normal  ,ALarm_Task  ,Annc_Delay  ,Annc_Delay_Pre  ,Annc_Delay_Eme  ,Annc_Delay_Unr  ,Jog  ,Rep_Except  ,Meter_PT  ,Trend_Flag  ,Auto_Flag  ,CmdSeq_Flag  
"LA,MV      ",LA VARS LAG  ,4  ,MVAR  ,Analog  ,VARS  ,4  ,33  ,10  ,2  ,0  ,65504.0000  ,0.0000  ,0::2047  ,STND  ,0  ,5400  ,5000  ,4000  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,MV-     ",LA VARS LEAD  ,4  ,MVAR  ,Analog  ,VARS  ,4  ,33  ,11  ,2  ,0  ,65504.0000  ,0.0000  ,0::2047  ,STND  ,0  ,5400  ,5000  ,4000  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,DCV     ",LA DC VOLTS  ,4  ,METERV  ,Analog  ,VOLTS  ,4  ,33  ,12  ,2  ,0  ,149.9836  ,0.0000  ,0::2047  ,STND  ,0  ,140  ,136.5  ,134.5  ,128.5  ,126.5  ,-10  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,120  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,1  
"LA,1A      ",LA BRK 1 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,13  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,480  ,430  ,380  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,1B      ",LA BRK 1 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,14  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,480  ,430  ,380  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,1C      ",LA BRK 1 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,15  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,480  ,430  ,380  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,2A      ",LA BRK 2 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,16  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,2B      ",LA BRK 2 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,17  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,2C      ",LA BRK 2 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,18  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,3A      ",LA BRK 3 A AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,19  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,3B      ",LA BRK 3 B AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,20  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,3C      ",LA BRK 3 C AMPS BKR TRIP  ,4  ,CKBAMP  ,Analog  ,AMPS  ,4  ,33  ,21  ,2  ,0  ,600.0126  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,0  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,LTC     ",LA LD TAP CHGR POS  ,4  ,TXTAPC  ,Analog  ,TAP  ,4  ,33  ,22  ,2  ,0  ,15.9666  ,0.0000  ,0::2047  ,STND  ,0  ,16.5  ,16  ,15  ,-15  ,-16  ,-16.5  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,120  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,CALI    ",LAKE ASBURY CALI DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,CDY     ",LA CUR DAY DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,CHR     ",LA CUR HOUR DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,CMT     ",LA CUR MONTH DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,MUL     ",LAKE ASBURY MULTIPLIER  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,P       ",LAKE ASBURY ACCUMULATOR  ,4  ,ACCUM  ,Analog  ,WATTS  ,4  ,33  ,0  ,3  ,0  ,4.8000  ,0.0000  ,0::2047  ,ACCOW  ,0  ,  ,  ,  ,1  ,-2  ,-4  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LA,PDY     ",LA PREV DAY DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,PFAVG   ",LA POWER FACTOR AVG  ,4  ,STNKVA  ,Analog  ,KVA  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,PHR     ",LA PREVIOUS H0UR DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,PMT     ",LA PREV MONTH DEMAND  ,4  ,CWATT  ,Analog  ,KW  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,SOEPT   ",  ,1 2 3 4 5 6 7 8  ,PSEUDO  ,Analog  ,  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"LA,STAGE   ",LA REGULATOR STAGE  ,1 2 3 4 5 6 7 8  ,VOLREG  ,Analog  ,STAGE  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"DI,TX1TMP  ",DI TX1 TANK OIL TEMP  ,3  ,TEMP  ,Analog  ,DEGREE  ,3  ,45  ,68  ,2  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,150  ,125  ,105  ,-5  ,-10  ,-300  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,1  ,1  ,1  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"WH,2KW     ",FDR 2 WATTS  ,5  ,CWATT  ,Analog  ,WATTS  ,5  ,25  ,33  ,2  ,0  ,20470.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"RV,RBV2    ",TX2 REG B VOLT  ,6  ,REGVOL  ,Analog  ,VOLTS  ,6  ,41  ,13  ,2  ,0  ,204.7000  ,0.0000  ,0::2047  ,STND  ,0  ,150  ,129  ,127.5  ,120  ,118.5  ,-10  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"BW,KWPHR   ",BW PREVIOUS HOUR DEMAND  ,3  ,CWATT  ,Analog  ,KW  ,4  ,25  ,43  ,2  ,0  ,196512.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"WB,6144W   ",WB W6144 WATTS  ,3  ,CWATT  ,Analog  ,WATTS  ,1  ,17  ,7  ,2  ,0  ,100000.0000  ,0.0000  ,0::2047  ,STND  ,0  ,20000  ,18000  ,17000  ,-10  ,-500  ,-1000  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,300  ,300  ,300  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"SN,KWPHR   ",SN PREVIOUS HOUR DEMAND  ,3  ,CWATT  ,Analog  ,KW  ,3  ,23  ,7  ,2  ,0  ,196512.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"BN,KWPHR   ",BN PREVIOUS HOUR DEMAND  ,3  ,CWATT  ,Analog  ,KW  ,2  ,47  ,12  ,2  ,0  ,147384.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"FL,KWPHR   ",FL PREVIOUS HOUR DEMAND  ,3  ,CWATT  ,Analog  ,KW  ,1  ,21  ,29  ,2  ,0  ,196512.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"WH,2C      ",WH 2 C PH AMPS BKR TRIP  ,5  ,CKBAMP  ,Analog  ,AMPS  ,5  ,25  ,21  ,2  ,0  ,600.0001  ,0.0000  ,0::2047  ,STND  ,0  ,550  ,500  ,450  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"MI,T2HST2  ",TX2 WINDING 2 TEMP  ,3  ,TEMP  ,Analog  ,DEGREE  ,3  ,35  ,57  ,2  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,On/No Ack  ,On/No Ack  ,On/No Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"MI,TX2ABT  ",MI TX2AMBIENT TEMP  ,3  ,TEMP  ,Analog  ,DEGREE  ,3  ,35  ,61  ,2  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"LC,W6205B  ",TU W6205 B PHASE AMPS  ,3  ,CKBAMP  ,Analog  ,AMPS  ,2  ,5  ,71  ,2  ,0  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,600  ,550  ,500  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,10  ,10  ,10  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"RD,STAGE2  ",REGULATOR STAGE #2  ,1 2 3 4 5 6 7 8  ,VOLREG  ,Analog  ,STAGE  ,  ,  ,  ,  ,  ,1.0000  ,0.0000  ,0::2047  ,STND  ,0  ,  ,  ,  ,  ,  ,  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,0  ,0  ,0  
"SPR,RBTAP2  ",SA REG B TAP CHGR POS  ,6  ,TXTAPC  ,Analog  ,TAP  ,  ,  ,  ,  ,  ,15.9922  ,0.0000  ,0::2047  ,STND  ,0  ,16.5  ,16  ,15  ,-15  ,-16  ,-16.5  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,0.5  ,0.5  ,0.5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,120  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"MI,5A      ",BKR 5 A AMPS BKR TRIP  ,3  ,CKBAMP  ,Analog  ,AMPS  ,3  ,35  ,35  ,2  ,0  ,600.0001  ,0.0000  ,0::2047  ,STND  ,0  ,480  ,440  ,400  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"MI,5B      ",BKR 5 B AMPS BKR TRIP  ,3  ,CKBAMP  ,Analog  ,AMPS  ,3  ,35  ,36  ,2  ,0  ,600.0001  ,0.0000  ,0::2047  ,STND  ,0  ,480  ,440  ,400  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
"MI,5C      ",BKR 5 C AMPS BKR TRIP  ,3  ,CKBAMP  ,Analog  ,AMPS  ,3  ,35  ,37  ,2  ,0  ,600.0001  ,0.0000  ,0::2047  ,STND  ,0  ,480  ,440  ,400  ,-10  ,-20  ,-30  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,1.5 Sec/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,No Alarm/Ack  ,0  ,0  ,0  ,0  ,0  ,0  ,5  ,5  ,5  ,  ,No Alarm/Ack  ,0  ,0  ,0  ,No Alarm/Ack  ,  ,0  ,0  ,0  ,0  ,0  ,0  ,  ,1  ,0  ,0  
