record,OrderNo,Type,Key,Name,Stn,AOR,pState,Norm,AlarmGroup,ICAddress,pDeviceInstance,pCtrlState,pScale,Name_Status_Source  ,Desc  ,Zones  ,PreSuffx  ,Telem_A  ,Open_A  ,Open_B  ,Close_A  ,Normal_State  
35.0,35.0,1.0,"""01052002""","""W6144 LOW GAS TRIP BLOCK""",052,1.0,210.0,0.0,1.0,"""""",31.0,"""""","""""","WB,6144B   ",W6144 LOW GAS TRIP BLOCK  ,1  ,9.0,1  ,  ,  ,  ,0.0
36.0,36.0,1.0,"""01015002""","""REG C 2431 SELF CHECK""",015,4.0,227.0,0.0,1.0,"""""",32.0,"""""","""""","BW,2431R3  ",REG C 2431 SELF CHECK  ,4  ,26.0,2  ,  ,  ,  ,0.0
37.0,37.0,1.0,"""01010001""","""CA LOWSIDE LOAD BREAK""",010,5.0,216.0,0.0,1.0,"""""",33.0,"""""","""""","CA,3L11S   ",CA LOWSIDE LOAD BREAK  ,5  ,15.0,2  ,  ,  ,  ,0.0
38.0,38.0,2.0,"""01007002""","""BC 6W55 RD 115KV BKR""",007,3.0,202.0,0.0,1.0,"""""",34.0,"""""","""""","BC,6W55    ",BC 6W55 RD 115KV BKR  ,3  ,1.0,6  ,30  ,0  ,30  ,0.0
39.0,39.0,2.0,"""01012001""","""LAKE ASBURY BKR 1""",012,4.0,202.0,0.0,1.0,"""""",13.0,"""""","""""","LA,1       ",LAKE ASBURY BKR 1  ,4  ,1.0,0  ,0  ,0  ,1  ,0.0
40.0,40.0,2.0,"""01012002""","""LAKE ASBURY BKR 1 RECL""",012,4.0,205.0,0.0,1.0,"""""",14.0,"""""","""""","LA,1R      ",LAKE ASBURY BKR 1 RECL  ,4  ,4.0,0  ,2  ,0  ,3  ,0.0
41.0,41.0,2.0,"""01012003""","""LA 1 GRND TRIP BLK""",012,4.0,222.0,0.0,1.0,"""""",15.0,"""""","""""","LA,1GT     ",LA 1 GRND TRIP BLK  ,4  ,21.0,0  ,4  ,0  ,5  ,0.0
42.0,42.0,1.0,"""01012004""","""LA 1 LOC/REM SW""",012,4.0,214.0,0.0,1.0,"""""",17.0,"""""","""""","LA,1LR     ",LA 1 LOC/REM SW  ,4  ,13.0,0  ,  ,  ,  ,0.0
43.0,43.0,2.0,"""01012005""","""LAKE ASBURY BKR 2""",012,4.0,202.0,0.0,1.0,"""""",35.0,"""""","""""","LA,2       ",LAKE ASBURY BKR 2  ,4  ,1.0,0  ,6  ,0  ,7  ,0.0
44.0,44.0,2.0,"""01012006""","""LAKE ASBURY BKR 2 RECL""",012,4.0,205.0,0.0,1.0,"""""",36.0,"""""","""""","LA,2R      ",LAKE ASBURY BKR 2 RECL  ,4  ,4.0,0  ,8  ,0  ,9  ,0.0
45.0,45.0,2.0,"""01012007""","""LA BKR 2 GRND TRIP""",012,4.0,222.0,0.0,1.0,"""""",37.0,"""""","""""","LA,2GT     ",LA BKR 2 GRND TRIP  ,4  ,21.0,0  ,10  ,0  ,11  ,0.0
46.0,46.0,1.0,"""01012008""","""LA BKR 2 LOC/REM SW""",012,4.0,214.0,0.0,1.0,"""""",38.0,"""""","""""","LA,2LR     ",LA BKR 2 LOC/REM SW  ,4  ,13.0,0  ,  ,  ,  ,0.0
47.0,47.0,2.0,"""01012009""","""LAKE ASBURY BKR 3""",012,4.0,202.0,0.0,1.0,"""""",39.0,"""""","""""","LA,3       ",LAKE ASBURY BKR 3  ,4  ,1.0,0  ,12  ,0  ,13  ,0.0
48.0,48.0,2.0,"""01012010""","""LAKE ASBURY BKR 3 RECL""",012,4.0,205.0,0.0,1.0,"""""",40.0,"""""","""""","LA,3R      ",LAKE ASBURY BKR 3 RECL  ,4  ,4.0,0  ,14  ,0  ,15  ,0.0
49.0,49.0,2.0,"""01012011""","""LA BKR 3 GRND TRIP""",012,4.0,222.0,0.0,1.0,"""""",41.0,"""""","""""","LA,3GT     ",LA BKR 3 GRND TRIP  ,4  ,21.0,0  ,16  ,0  ,17  ,0.0
50.0,50.0,1.0,"""01012012""","""LA BKR 3 LOC/REM SW""",012,4.0,214.0,0.0,1.0,"""""",8.0,"""""","""""","LA,3LR     ",LA BKR 3 LOC/REM SW  ,4  ,13.0,0  ,  ,  ,  ,0.0
51.0,51.0,1.0,"""01012013""","""LA TX 2032-1 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",29.0,"""""","""""","LA,2032SC  ",LA TX 2032-1 SELF CHECK  ,4  ,26.0,0  ,  ,  ,  ,0.0
52.0,52.0,1.0,"""01012014""","""LA BKR 1 351 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",18.0,"""""","""""","LA,351SC1  ",LA BKR 1 351 SELF CHECK  ,4  ,26.0,0  ,  ,  ,  ,0.0
53.0,53.0,1.0,"""01012015""","""LA BKR 2 351 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",42.0,"""""","""""","LA,351SC2  ",LA BKR 2 351 SELF CHECK  ,4  ,26.0,0  ,  ,  ,  ,0.0
54.0,54.0,1.0,"""01012016""","""LA BKR 3 351 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",43.0,"""""","""""","LA,351SC3  ",LA BKR 3 351 SELF CHECK  ,4  ,26.0,0  ,  ,  ,  ,0.0
55.0,55.0,1.0,"""01012017""","""LA BKR 1 2100-1 CPORT 1""",012,4.0,227.0,0.0,1.0,"""""",16.0,"""""","""""","LA,21CP1   ",LA BKR 1 2100-1 CPORT 1  ,4  ,26.0,1  ,  ,  ,  ,0.0
56.0,56.0,1.0,"""01012018""","""LA BKR 2 2100-1 CPORT 2""",012,4.0,227.0,0.0,1.0,"""""",44.0,"""""","""""","LA,21CP2   ",LA BKR 2 2100-1 CPORT 2  ,4  ,26.0,1  ,  ,  ,  ,0.0
57.0,57.0,1.0,"""01012019""","""LA BKR 3 2100-1 CPORT 3""",012,4.0,227.0,0.0,1.0,"""""",45.0,"""""","""""","LA,21CP3   ",LA BKR 3 2100-1 CPORT 3  ,4  ,26.0,1  ,  ,  ,  ,0.0
58.0,58.0,1.0,"""01012020""","""LA TX 2505 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",46.0,"""""","""""","LA,2505SC  ",LA TX 2505 SELF CHECK  ,4  ,26.0,1  ,  ,  ,  ,0.0
59.0,59.0,1.0,"""01012021""","""LA TX 2505-1 2100 CP 6""",012,4.0,227.0,0.0,1.0,"""""",47.0,"""""","""""","LA,25TXCP  ",LA TX 2505-1 2100 CP 6  ,4  ,26.0,1  ,  ,  ,  ,0.0
60.0,60.0,1.0,"""01012022""","""LA 6113S C/S BYPASS""",012,4.0,216.0,0.0,1.0,"""""",48.0,"""""","""""","LA,6113S   ",LA 6113S C/S BYPASS  ,4  ,15.0,1  ,  ,  ,  ,0.0
61.0,61.0,1.0,"""01012023""","""TX 2411 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",49.0,"""""","""""","LA,2411SC  ",TX 2411 SELF CHECK  ,4  ,26.0,1  ,  ,  ,  ,0.0
62.0,62.0,1.0,"""01012024""","""LAKE ASBURY TX HOT OIL""",012,4.0,209.0,0.0,1.0,"""""",50.0,"""""","""""","LA,TOT     ",LAKE ASBURY TX HOT OIL  ,4  ,8.0,1  ,  ,  ,  ,0.0
63.0,63.0,1.0,"""01012025""","""LA TX HOT SPOT""",012,4.0,209.0,0.0,1.0,"""""",51.0,"""""","""""","LA,THS     ",LA TX HOT SPOT  ,4  ,8.0,1  ,  ,  ,  ,0.0
64.0,64.0,1.0,"""01012026""","""LA TX LOC/REM SW""",012,4.0,214.0,0.0,1.0,"""""",52.0,"""""","""""","LA,TXLR    ",LA TX LOC/REM SW  ,4  ,13.0,1  ,  ,  ,  ,0.0
65.0,65.0,2.0,"""01012027""","""LA VOLT CONTROL K1""",012,4.0,218.0,0.0,1.0,"""""",53.0,"""""","""""","LA,K1      ",LA VOLT CONTROL K1  ,4  ,17.0,1  ,25  ,0  ,25  ,0.0
66.0,66.0,2.0,"""01012028""","""LA VOLT CONTROL K2""",012,4.0,218.0,0.0,1.0,"""""",54.0,"""""","""""","LA,K2      ",LA VOLT CONTROL K2  ,4  ,17.0,1  ,26  ,0  ,26  ,0.0
67.0,67.0,3.0,"""41012001""","""LA LTC AUTO/MAN""",012,4.0,221.0,0.0,1.0,"""""",55.0,"""""","""""","LA,TCA     ",LA LTC AUTO/MAN  ,4  ,20.0,1  ,24  ,0  ,24  ,0.0
68.0,68.0,1.0,"""01012029""","""LA LTC GEN ALARM""",012,4.0,227.0,0.0,1.0,"""""",56.0,"""""","""""","LA,LTCAL   ",LA LTC GEN ALARM  ,4  ,26.0,1  ,  ,  ,  ,0.0
69.0,69.0,1.0,"""01052003""","""WB BKR TRIP-COIL MON 1""",052,1.0,227.0,0.0,1.0,"""""",57.0,"""""","""""","WB,TCM1    ",WB BKR TRIP-COIL MON 1  ,1  ,26.0,1  ,  ,  ,  ,0.0
70.0,70.0,8.0,"""12022001""","""PSEUDO SWITCH""",022,10.0,216.0,0.0,1.0,"""""",58.0,"""""","""""","PS,GCTS1   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
71.0,71.0,1.0,"""01012030""","""LA MOSW 2505-2 2100 CP 7""",012,4.0,227.0,0.0,1.0,"""""",59.0,"""""","""""","LA,25MOCP  ",LA MOSW 2505-2 2100 CP 7  ,4  ,26.0,2  ,  ,  ,  ,0.0
72.0,72.0,1.0,"""01012031""","""LA MOSW 2505-2 SELF CHEC""",012,4.0,227.0,0.0,1.0,"""""",60.0,"""""","""""","LA,25MOSC  ",LA MOSW 2505-2 SELF CHEC  ,4  ,26.0,2  ,  ,  ,  ,0.0
73.0,73.0,1.0,"""01067001""","""MAIN TANK LOW FUEL""",067,3.0,210.0,0.0,1.0,"""""",61.0,"""""","""""","WE,LF      ",MAIN TANK LOW FUEL  ,3  ,9.0,12  ,  ,  ,  ,0.0
74.0,74.0,2.0,"""01012032""","""LA MOSW BLOCKING REL""",012,4.0,204.0,0.0,1.0,"""""",62.0,"""""","""""","LA,MSB     ",LA MOSW BLOCKING REL  ,4  ,3.0,2  ,30  ,0  ,30  ,0.0
75.0,75.0,6.0,"""41012002""","""LA LOAD TAP CHANGER""",012,4.0,208.0,0.0,1.0,"""""",63.0,238,25,"LA,TC      ",LA LOAD TAP CHANGER  ,4  ,7.0,  ,27  ,0  ,27  ,0.0
76.0,76.0,1.0,"""01012033""","""LAKE ASBURY MOSW 6105S""",012,4.0,203.0,0.0,1.0,"""""",64.0,"""""","""""","LA,6105S   ",LAKE ASBURY MOSW 6105S  ,4  ,2.0,2  ,  ,  ,  ,0.0
77.0,77.0,2.0,"""01012034""","""LAKE ASBURY MOSW S6106""",012,4.0,203.0,0.0,1.0,"""""",65.0,"""""","""""","LA,S6106   ",LAKE ASBURY MOSW S6106  ,4  ,2.0,2  ,29  ,0  ,29  ,0.0
78.0,78.0,1.0,"""01012035""","""LA SUB LOC/REM SW""",012,4.0,214.0,0.0,1.0,"""""",66.0,"""""","""""","LA,LRS     ",LA SUB LOC/REM SW  ,4  ,13.0,3  ,  ,  ,  ,0.0
79.0,79.0,1.0,"""01012036""","""LA TX LKOUT REL""",012,4.0,215.0,0.0,1.0,"""""",67.0,"""""","""""","LA,86T     ",LA TX LKOUT REL  ,4  ,14.0,3  ,  ,  ,  ,0.0
80.0,80.0,1.0,"""01012037""","""LA TX 387 DIFF SELF CHEC""",012,4.0,227.0,0.0,1.0,"""""",68.0,"""""","""""","LA,387SC   ",LA TX 387 DIFF SELF CHEC  ,4  ,26.0,3  ,  ,  ,  ,0.0
81.0,81.0,1.0,"""01012038""","""LA TX 501 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",69.0,"""""","""""","LA,501SC   ",LA TX 501 SELF CHECK  ,4  ,26.0,3  ,  ,  ,  ,0.0
82.0,82.0,1.0,"""01012039""","""LA 2100 SELF CHECK""",012,4.0,227.0,0.0,1.0,"""""",70.0,"""""","""""","LA,2100SC  ",LA 2100 SELF CHECK  ,4  ,26.0,3  ,  ,  ,  ,0.0
83.0,83.0,1.0,"""01012040""","""LA TX 735 METER SELF CK""",012,4.0,227.0,0.0,1.0,"""""",71.0,"""""","""""","LA,METSC   ",LA TX 735 METER SELF CK  ,4  ,26.0,3  ,  ,  ,  ,0.0
84.0,84.0,1.0,"""01012041""","""LA TX 86T TRIP-COIL MON""",012,4.0,227.0,0.0,1.0,"""""",72.0,"""""","""""","LA,86TCM   ",LA TX 86T TRIP-COIL MON  ,4  ,26.0,3  ,  ,  ,  ,0.0
85.0,85.0,1.0,"""01062001""","""LTC DGA CALABRATION GAS""",062,10.0,227.0,0.0,1.0,"""""",73.0,"""""","""""","SN,L1GCAL  ",LTC DGA CALABRATION GAS  ,1 2 3 4 5 6 7 8  ,26.0,5  ,  ,  ,  ,0.0
86.0,86.0,2.0,"""01025004""","""PH BKR 4 GRND TRIP BLK""",025,5.0,222.0,0.0,1.0,"""""",74.0,"""""","""""","PH,4GT     ",PH BKR 4 GRND TRIP BLK  ,5  ,21.0,0  ,16  ,0  ,17  ,0.0
87.0,87.0,1.0,"""01025005""","""REG C PH 2431 SELF CHECK""",025,5.0,227.0,0.0,1.0,"""""",32.0,"""""","""""","PH,2431R3  ",REG C PH 2431 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
88.0,88.0,1.0,"""01025006""","""PH BKR 4 LOC/REM SW""",025,5.0,214.0,0.0,1.0,"""""",7.0,"""""","""""","PH,4LR     ",PH BKR 4 LOC/REM SW  ,5  ,13.0,0  ,  ,  ,  ,0.0
89.0,89.0,1.0,"""01025007""","""PH BKR 3 351 SELF CHECK""",025,5.0,227.0,0.0,1.0,"""""",43.0,"""""","""""","PH,351SC3  ",PH BKR 3 351 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
90.0,90.0,1.0,"""01025008""","""PH 2032 SELF CHECK""",025,5.0,227.0,0.0,1.0,"""""",29.0,"""""","""""","PH,2032SC  ",PH 2032 SELF CHECK  ,5  ,26.0,1  ,  ,  ,  ,0.0
91.0,91.0,1.0,"""01060001""","""UPS BATT ALARM, SEL""",060,7.0,227.0,0.0,1.0,"""""",75.0,"""""","""""","HW,UPSBAT  ","UPS BATT ALARM, SEL  ",7  ,26.0,5  ,  ,  ,  ,0.0
92.0,92.0,5.0,"""02062001""","""SANDERSON FAST SCAN""",062,2.0,226.0,0.0,1.0,"""""",6.0,"""""","""""","SN,FS      ",SANDERSON FAST SCAN  ,2  ,25.0,  ,  ,  ,  ,0.0
93.0,93.0,2.0,"""01033001""","""MX BKR 1 RECL""",033,3.0,205.0,0.0,1.0,"""""",14.0,"""""","""""","MX,1R      ",MX BKR 1 RECL  ,3  ,4.0,0  ,2  ,0  ,3  ,0.0
94.0,94.0,1.0,"""01007003""","""BC DOOR ALARM""",007,3.0,203.0,0.0,1.0,"""""",76.0,"""""","""""","BC,DOOR    ",BC DOOR ALARM  ,3  ,2.0,3  ,  ,  ,  ,0.0
95.0,95.0,1.0,"""01033002""","""REG C PH 2431 SELF CHECK""",033,3.0,227.0,0.0,1.0,"""""",77.0,"""""","""""","MX,REGCSC  ",REG C PH 2431 SELF CHECK  ,3  ,26.0,1  ,  ,  ,  ,0.0
96.0,96.0,1.0,"""01033003""","""TX 2505-1 SELF CHECK""",033,3.0,227.0,0.0,1.0,"""""",78.0,"""""","""""","MX,25TXSC  ",TX 2505-1 SELF CHECK  ,3  ,26.0,1  ,  ,  ,  ,0.0
97.0,97.0,2.0,"""01033004""","""MX BKR 3 RECL""",033,3.0,205.0,0.0,1.0,"""""",40.0,"""""","""""","MX,3R      ",MX BKR 3 RECL  ,3  ,4.0,0  ,14  ,0  ,15  ,0.0
98.0,98.0,1.0,"""01033005""","""BKR 2 351 SELF CHECK""",033,3.0,227.0,0.0,1.0,"""""",42.0,"""""","""""","MX,351SC2  ",BKR 2 351 SELF CHECK  ,3  ,26.0,0  ,  ,  ,  ,0.0
99.0,99.0,1.0,"""01033006""","""BKR 1 LOSS OF POT FOR UF""",033,3.0,227.0,0.0,1.0,"""""",79.0,"""""","""""","MX,1POT    ",BKR 1 LOSS OF POT FOR UF  ,3  ,26.0,2  ,  ,  ,  ,0.0
100.0,100.0,5.0,"""02059001""","""REGULATOR CONTROL MODE""",059,10.0,204.0,0.0,1.0,"""""",80.0,"""""","""""","FA,RM      ",REGULATOR CONTROL MODE  ,1 2 3 4 5 6 7 8  ,3.0,  ,  ,  ,  ,0.0
101.0,101.0,2.0,"""01033007""","""MX BKR 3""",033,3.0,202.0,0.0,1.0,"""""",39.0,"""""","""""","MX,3       ",MX BKR 3  ,3  ,1.0,0  ,12  ,0  ,13  ,0.0
102.0,102.0,1.0,"""01033008""","""BKR 1 351 SELF CHECK""",033,3.0,227.0,0.0,1.0,"""""",18.0,"""""","""""","MX,351SC1  ",BKR 1 351 SELF CHECK  ,3  ,26.0,0  ,  ,  ,  ,0.0
103.0,103.0,1.0,"""01033009""","""BKR 2 2100 CPORT 2""",033,3.0,227.0,0.0,1.0,"""""",44.0,"""""","""""","MX,21CP2   ",BKR 2 2100 CPORT 2  ,3  ,26.0,1  ,  ,  ,  ,0.0
104.0,104.0,1.0,"""01033010""","""BKR 3 LOSS OF POT FOR UF""",033,3.0,227.0,0.0,1.0,"""""",81.0,"""""","""""","MX,3POT    ",BKR 3 LOSS OF POT FOR UF  ,3  ,26.0,2  ,  ,  ,  ,0.0
105.0,105.0,1.0,"""01033011""","""TX PRESSURE RELIEF""",033,3.0,211.0,0.0,1.0,"""""",82.0,"""""","""""","MX,TPR     ",TX PRESSURE RELIEF  ,3  ,10.0,1  ,  ,  ,  ,0.0
106.0,106.0,1.0,"""01033012""","""TX LOW OIL""",033,3.0,210.0,0.0,1.0,"""""",83.0,"""""","""""","MX,TLO     ",TX LOW OIL  ,3  ,9.0,1  ,  ,  ,  ,0.0
107.0,107.0,1.0,"""01033013""","""TX HIGH OIL TEMP""",033,3.0,209.0,0.0,1.0,"""""",50.0,"""""","""""","MX,TOT     ",TX HIGH OIL TEMP  ,3  ,8.0,1  ,  ,  ,  ,0.0
108.0,108.0,2.0,"""01033014""","""MX BKR 1""",033,3.0,202.0,0.0,1.0,"""""",13.0,"""""","""""","MX,1       ",MX BKR 1  ,3  ,1.0,0  ,0  ,0  ,1  ,0.0
109.0,109.0,8.0,"""12032001""","""PSEUDO SWITCH""",032,10.0,216.0,0.0,1.0,"""""",84.0,"""""","""""","PS,FL3121  ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
110.0,110.0,1.0,"""01041001""","""BKR 4 BREAKER FAIL""",041,1.0,220.0,0.0,1.0,"""""",85.0,"""""","""""","ME,4BF     ",BKR 4 BREAKER FAIL  ,1  ,19.0,6  ,  ,  ,  ,0.0
111.0,111.0,1.0,"""01033015""","""MX TX LKOUT RELAY""",033,3.0,215.0,0.0,1.0,"""""",67.0,"""""","""""","MX,86T     ",MX TX LKOUT RELAY  ,3  ,14.0,3  ,  ,  ,  ,0.0
112.0,112.0,1.0,"""01025009""","""PH BKR 1 LOC/REM SW""",025,5.0,214.0,0.0,1.0,"""""",17.0,"""""","""""","PH,1LR     ",PH BKR 1 LOC/REM SW  ,5  ,13.0,0  ,  ,  ,  ,0.0
113.0,113.0,2.0,"""01043001""","""GT BKR 2""",043,7.0,202.0,0.0,1.0,"""""",35.0,"""""","""""","GT,2       ",GT BKR 2  ,7  ,1.0,0  ,6  ,0  ,7  ,0.0
114.0,114.0,1.0,"""01016002""","""OP TX 2505 SELF CHECK""",016,4.0,227.0,0.0,1.0,"""""",78.0,"""""","""""","OP,25TXSC  ",OP TX 2505 SELF CHECK  ,4  ,26.0,4  ,  ,  ,  ,0.0
115.0,115.0,1.0,"""01016003""","""OP MOSW 2505 SELF CHECK""",016,4.0,227.0,0.0,1.0,"""""",60.0,"""""","""""","OP,25MOSC  ",OP MOSW 2505 SELF CHECK  ,4  ,26.0,5  ,  ,  ,  ,0.0
116.0,116.0,1.0,"""01017001""","""AL K583 2505-3 2100-1 C7""",017,5.0,227.0,0.0,1.0,"""""",86.0,"""""","""""","AL,21C1C7  ",AL K583 2505-3 2100-1 C7  ,5  ,26.0,1  ,  ,  ,  ,0.0
117.0,117.0,1.0,"""01017002""","""AL K585 2505-4 SELF CK""",017,5.0,227.0,0.0,1.0,"""""",87.0,"""""","""""","AL,25CS2S  ",AL K585 2505-4 SELF CK  ,5  ,26.0,1  ,  ,  ,  ,0.0
118.0,118.0,1.0,"""01017003""","""AL BKR 1 2100-1 CPORT1""",017,5.0,227.0,0.0,1.0,"""""",16.0,"""""","""""","AL,21CP1   ",AL BKR 1 2100-1 CPORT1  ,5  ,26.0,1  ,  ,  ,  ,0.0
119.0,119.0,1.0,"""01017004""","""AL BKR 2 2100-1 CPORT2""",017,5.0,227.0,0.0,1.0,"""""",44.0,"""""","""""","AL,21CP2   ",AL BKR 2 2100-1 CPORT2  ,5  ,26.0,1  ,  ,  ,  ,0.0
120.0,120.0,8.0,"""12017001""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",88.0,"""""","""""","PS,AL301   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
121.0,121.0,8.0,"""12017002""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",89.0,"""""","""""","PS,AL302   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
122.0,122.0,8.0,"""12017003""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",90.0,"""""","""""","PS,AL303   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
123.0,123.0,8.0,"""12017004""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",91.0,"""""","""""","PS,AL304   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
124.0,124.0,8.0,"""12017005""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",92.0,"""""","""""","PS,AL305   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
125.0,125.0,8.0,"""12017006""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",93.0,"""""","""""","PS,AL306   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
126.0,126.0,8.0,"""12017007""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",94.0,"""""","""""","PS,AL307   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
127.0,127.0,8.0,"""12017008""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",95.0,"""""","""""","PS,AL308   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
128.0,128.0,8.0,"""12017009""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",96.0,"""""","""""","PS,AL309   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
129.0,129.0,8.0,"""12017010""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",97.0,"""""","""""","PS,AL310   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
130.0,130.0,8.0,"""12017011""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",98.0,"""""","""""","PS,AL311   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
131.0,131.0,8.0,"""12017012""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",99.0,"""""","""""","PS,AL312   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
132.0,132.0,1.0,"""01022008""","""GC BKR 3 2032 CPORT 3""",022,4.0,227.0,0.0,1.0,"""""",100.0,"""""","""""","GC,32CP3   ",GC BKR 3 2032 CPORT 3  ,4  ,26.0,3  ,  ,  ,  ,0.0
133.0,133.0,8.0,"""12017013""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",101.0,"""""","""""","PS,AL313   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
134.0,134.0,8.0,"""12017014""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",102.0,"""""","""""","PS,AL314   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
135.0,135.0,8.0,"""12017015""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",103.0,"""""","""""","PS,AL315   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
136.0,136.0,2.0,"""01058001""","""FI S6109 115KV MOSW""",058,2.0,202.0,0.0,1.0,"""""",104.0,"""""","""""","SECI,FI6109  ",FI S6109 115KV MOSW  ,2  ,1.0,77  ,77  ,12  ,77  ,0.0
137.0,137.0,1.0,"""01022009""","""GC BKR 2 LOC/REM SW""",022,4.0,214.0,0.0,1.0,"""""",38.0,"""""","""""","GC,2LR     ",GC BKR 2 LOC/REM SW  ,4  ,13.0,2  ,  ,  ,  ,0.0
138.0,138.0,8.0,"""12017016""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",105.0,"""""","""""","PS,AL316   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
139.0,139.0,8.0,"""12017017""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",106.0,"""""","""""","PS,AL317   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
140.0,140.0,1.0,"""01028001""","""LBI'S 2431-S, LS 351-S""",028,6.0,227.0,0.0,1.0,"""""",107.0,"""""","""""","GP,2505-5  ","LBI'S 2431-S, LS 351-S  ",6  ,26.0,4  ,  ,  ,  ,0.0
141.0,141.0,8.0,"""12017018""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",108.0,"""""","""""","PS,AL318   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
142.0,142.0,8.0,"""12017019""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",109.0,"""""","""""","PS,AL319   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
143.0,143.0,8.0,"""12017020""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",110.0,"""""","""""","PS,AL320   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
144.0,144.0,8.0,"""12017021""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",111.0,"""""","""""","PS,AL321   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
145.0,145.0,8.0,"""12017022""","""PSEUDO SWITCH""",017,10.0,216.0,0.0,1.0,"""""",112.0,"""""","""""","PS,AL322   ",PSEUDO SWITCH  ,1 2 3 4 5 6 7 8  ,15.0,  ,  ,  ,  ,0.0
