record,OrderNo,Type,Name_match,Key,Name,Stn,AOR,"77,0","77,1","77,2","77,3","77,4","78,0","78,1","78,2","78,3","78,4","91,1","91,2","91,3","91,4","91,5",pScale EU_Hi,AlarmGrp,ICAddress,pUNIT,RawCountFormat
3777,3777,2,"HW,CHR     ","""04061014""","""CURRENT HOUR DEMAND""",061,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3778,3778,2,"SS,PHR     ","""04045016""","""PREVIOUS HOUR DEMAND""",045,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3779,3779,2,"HW,CDY     ","""04061015""","""CURRENT DAY DEMAND""",061,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3780,3780,2,"SS,PDY     ","""04045017""","""PREVIOUS DAY DEMAND""",045,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3781,3781,2,"FR,STAGE2  ","""04049036""","""FR TX2 REGULATOR STAGE""",049,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
3782,3782,2,"HL,PF2     ","""04070016""","""TX2 POWER FACTOR""",070,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3783,3783,2,"HW,CMT     ","""04061016""","""CURRENT MONTH DEMAND""",061,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3784,3784,2,"SS,PMT     ","""04045018""","""PREV MONTH TOTAL""",045,7,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3785,3785,2,"RD,STAGE1  ","""04036031""","""RD REGULATOR STAGE #1""",036,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
3786,3786,1,"SECI,63      ","""03058142""","""BC 6W51 MV""",058,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,103499.8,1,,4,1
3787,3787,2,"KH,CDY1    ","""04038039""","""KH 1 CUR DAY DEMAND""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3788,3788,2,"KH,CHR1    ","""04038040""","""KH 1 CUR HR DEMAND""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3789,3789,2,"KH,CDY2    ","""04038041""","""KH 2 CUR DAY DEMAND""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3790,3790,1,"KH,TX1ABT  ","""03038062""","""TX1 AMBIENT TEMP""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
3791,3791,2,"SECI,ALLDAT  ","""04058014""","""ALL DATA POLL""",058,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
3792,3792,1,"SEL,1A      ","""03044001""","""BKR 1A AMPS""",044,2,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
3793,3793,2,"KH,CALI2   ","""04038042""","""KH 2 CALI DEMAND""",038,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3794,3794,2,"KH,MUL2    ","""04038043""","""KH TX2 MULTIPLIER""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3795,3795,2,"KH,KVAT    ","""04038044""","""KH KVA TOTAL""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3796,3796,1,"KH,517KW   ","""03038063""","""KH A517 WATTS""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
3797,3797,2,"BW,STAGE   ","""04015017""","""BW REGULATOR STAGE""",015,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
3798,3798,1,"SECI,91      ","""03058143""","""RD MWATTS TOT""",058,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,131008.0,1,,3,1
3799,3799,2,"KH,WT      ","""04038045""","""KH TOTAL WATTS""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
3800,3800,2,"KH,SECIPT  ","""04038046""","""SECI PULSE TOTAL""",038,1,999995,999996,0,0,999999,0,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
3801,3801,1,"KH,A517A   ","""03038064""","""BKR A517 A AMPS BKR TRIP""",038,1,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
3802,3802,2,"WA,SOEPT   ","""04004015""","""""",004,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
3803,3803,2,"CEC,DOORS   ","""04053113""","""DOOR SUPPRESSION POINT""",053,10,1  ,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
3804,3804,1,"GL,TXA     ","""03046027""","""GL TX A AMP""",046,1,500  ,525  ,0,0,554  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
3805,3805,1,"GL,RATAP   ","""03046028""","""REG A TAP CHGR POS""",046,1,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3806,3806,2,"LC,TUPHRT  ","""04023047""","""TU PREV HOUR TOT""",023,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3807,3807,2,"LC,TUPDYT  ","""04023048""","""TU PREV DAY TOT""",023,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3808,3808,1,"SECI,90      ","""03058144""","""OP MVR LEAD""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
3809,3809,1,"GL,MV-     ","""03046029""","""GL VARS LEAD""",046,1,4000  ,5000  ,0,0,5400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
3810,3810,1,"SECI,98      ","""03058145""","""WE TX1 MVR LEAD""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
3811,3811,1,"RV,6KW     ","""03031061""","""FDR 6 WATTS""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
3812,3812,1,"KH,A517B   ","""03038065""","""BKR A517 B AMPS BKR TRIP""",038,1,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
3813,3813,2,"FR,2TOT    ","""04049037""","""FR BRK 2 AMP TOTAL""",049,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
3814,3814,1,"KH,3PF     ","""03038066""","""FDR 3 POWER FACTOR""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
3815,3815,2,"FR,1TOT    ","""04049038""","""FR BRK 1 AMP TOTAL""",049,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
3816,3816,1,"KH,4KW     ","""03038067""","""KH FDR 4 WATTS""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
3817,3817,1,"DI,TC2TMP  ","""03001075""","""DI LTC2 OIL TEMP""",001,3,105  ,125  ,0,0,150  ,-5,-10  ,0,0,-300  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
3818,3818,1,"KH,4PF     ","""03038068""","""FDR 4 POWER FACTOR""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
3819,3819,2,"KH,PHR2    ","""04038047""","""KH TX2 PRV HR DMND""",038,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3820,3820,1,"KH,A517C   ","""03038069""","""BKR A517 C AMPS BKR TRIP""",038,1,500  ,550  ,0,0,600  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,599.9958,1,,1,1
3821,3821,1,"SECI,129     ","""03058146""","""SG GEN #11 WATTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
3822,3822,1,"RD,TX1B    ","""03036064""","""RD TX1 B AMPS""",036,3,1188  ,1238  ,0,0,1288  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,3275.2,1,,1,1
3823,3823,1,"GL,RBTAP   ","""03046030""","""REG B TAP CHGR POS""",046,1,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3824,3824,1,"GL,RCTAP   ","""03046031""","""REG C TAP CHGR POS""",046,1,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3825,3825,1,"GL,DCV     ","""03046032""","""GL DC VOLTS""",046,1,136.5  ,137.5  ,0,0,140  ,128.5,126.5  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,149.998,1,,5,1
3826,3826,1,"GL,TXB     ","""03046033""","""GL TX B AMP""",046,1,500  ,525  ,0,0,554  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,1637.6,1,,1,1
3827,3827,2,"DB,CDYT    ","""04014053""","""DB CUR DAY KWH TOT""",014,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3828,3828,1,"SECI,97      ","""03058147""","""WE TX1 MVD LAG""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
3829,3829,2,"BC,PHRTOT  ","""04007074""","""BC CUR HOUR DEMAND TOT""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3830,3830,1,"SECI,99      ","""03058148""","""WE TX2 MV LAG""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,4,1
3831,3831,2,"DB,CMTT    ","""04014054""","""DB CUR DAY KWH TOT""",014,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3832,3832,2,"HL,CALI2   ","""04070017""","""HAILE TX2 CALC P DEMAND""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3833,3833,2,"HL,MUL2    ","""04070018""","""HAILE TX2 MULTIPLIER""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3834,3834,2,"HL,CHR2    ","""04070019""","""HAILE TX2 CUR HOUR DEMAN""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3835,3835,2,"HL,PHR2    ","""04070020""","""HAILE TX2 PREV HOUR DEMA""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3836,3836,2,"HL,CDY2    ","""04070021""","""HAILE TX2 CUR DAY DEMAND""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3837,3837,2,"HL,PDY2    ","""04070022""","""HAILE TX2 PREV DAY DEMAN""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3838,3838,2,"HL,CMT2    ","""04070023""","""TX2 CUR MONTH DEMAND""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3839,3839,2,"HL,PMT2    ","""04070024""","""HL2 TX2 PREV MONTH DEMAN""",070,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3840,3840,2,"NR,PREHRT  ","""04051017""","""NR PREV HOUR TOT""",051,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3841,3841,2,"NR,PREDYT  ","""04051018""","""NR PREV DAY TOT""",051,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3842,3842,2,"MX,CALI    ","""04033008""","""CALC DEMAND""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3843,3843,2,"MX,MUL     ","""04033009""","""MULTIPLIER""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3844,3844,2,"MX,CHR     ","""04033010""","""CUR HR DMND""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3845,3845,2,"MX,PHR     ","""04033011""","""PRV HR DMND TX1""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3846,3846,2,"MX,CDY     ","""04033012""","""CUR DAY DMND""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3847,3847,2,"MX,PDY     ","""04033013""","""PRV DAY DMND TX1""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3848,3848,2,"MX,CMT     ","""04033014""","""CUR MTH DMND""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3849,3849,2,"MX,PMT     ","""04033015""","""PRV MTH DMND""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3850,3850,1,"MI,5KW     ","""03011063""","""MI BKR 5 WATTS""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
3851,3851,1,"MX,RATAP1  ","""03033029""","""MX TX1 REG A TAP POS""",033,3,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3852,3852,1,"MX,3A      ","""03033030""","""MX BKR 3 A AMPS""",033,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
3853,3853,1,"MX,2PF     ","""03033031""","""MX BKR 2 POWER FACTOR""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,204.7,1,,6,1
3854,3854,1,"MX,3C      ","""03033032""","""MX BKR 3 C AMPS""",033,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
3855,3855,1,"RV,WNDDIR  ","""03031062""","""WIND DIRECTION""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,359.9999,1,,12,1
3856,3856,1,"MX,3B      ","""03033033""","""MX BKR 3 B AMPS""",033,3,400  ,440  ,0,0,480  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,600.0126,1,,1,1
3857,3857,1,"MX,RBTAP1  ","""03033034""","""MX TX1 REG B TAP POS""",033,3,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3858,3858,1,"MX,2KW     ","""03033035""","""MX BKR 2 WATTS""",033,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,20470.0,1,,3,1
3859,3859,1,"GT,RATAP1  ","""03043035""","""GT TX1 REG A TAP POS""",043,7,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
3860,3860,1,"GL,P       ","""03046034""","""GL PULSE ACCUMULATOR""",046,1,999995,999996,0,0,999999,1,-1  ,0,0,-10  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
3861,3861,2,"GL,3TOT    ","""04046016""","""GL BRK 3 AMP TOTAL""",046,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,1,1
3862,3862,3,"OPS,POLERR  ","""99063008""","""OPS POLE ERROR""",063,8,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
3863,3863,1,"SECI,133     ","""03058149""","""FR GEN #10 WATTS""",058,13,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
3864,3864,1,"WE,LTC1    ","""03069066""","""WE LTC1 TAP POS""",069,4,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3865,3865,2,"BW,P1CAL   ","""04015018""","""BW TX1 PULSE CALC""",015,5,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
3866,3866,2,"BY,P1CAL   ","""04002035""","""BY TX1 PULSE CALC""",002,5,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,9.6,1,,3,1
3867,3867,1,"WE,LTC2    ","""03069067""","""WE LTC2 TAP POS""",069,4,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9666,1,,9,1
3868,3868,2,"BY,P2CAL   ","""04002036""","""BY TX2 PULSE CALC""",002,5,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,9.6,1,,3,1
3869,3869,2,"CA,P1CAL   ","""04010020""","""CA TX1 PULSE CALC""",010,5,999995,999996,0,0,999999,1,-2  ,0,0,-4  ,0.0,0.0,0.0,1.0,1.0,4.8,1,,3,1
3870,3870,1,"PP,W639A   ","""03037008""","""POMONA PARK A AMPS""",037,7,90  ,100  ,0,0,400  ,-10,-20  ,0,0,-30  ,0.0,0.0,0.0,1.0,1.0,399.165,1,,1,1
3871,3871,2,"LC,SOEPT   ","""04023049""","""""",023,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,"""""",1
3872,3872,2,"LC,KV2AVG  ","""04023050""","""LC TX1 KVA AVERAGE""",023,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3873,3873,2,"LC,PF2AVG  ","""04023051""","""LC TX2 POWER FACTOR AVG""",023,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3874,3874,1,"DI,T2HST1  ","""03001076""","""TX2 WINDING 1 TEMP""",001,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
3875,3875,2,"SPR,TX2AT   ","""04067156""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3876,3876,2,"LC,STAGE2  ","""04023052""","""LC REGULATOR STAGE #2""",023,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,11,1
3877,3877,2,"BC,CHR3    ","""04007075""","""BLK CRK CUR HOUR DEMAND""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3878,3878,2,"BC,CHR5    ","""04007076""","""BC TX3 CUR HOUR DEMAND""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3879,3879,2,"BC,MUL3    ","""04007077""","""BLK CRK MULTIPLIER""",007,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3880,3880,2,"SPR,CHR33   ","""04067157""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3881,3881,1,"LC,MV1-    ","""03023076""","""LC TX1 VARS LEAD""",023,3,5000  ,6000  ,0,0,14400  ,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
3882,3882,2,"SPR,MTXW    ","""04067158""","""MODEL""",067,10,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,8,1
3883,3883,1,"DI,T1HST2  ","""03001077""","""TX1 WINDING 2 TEMP""",001,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,12,1
3884,3884,1,"GL,KWPHR   ","""03046035""","""GL PREVIOUS HOUR DEMAND""",046,1,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
3885,3885,1,"FI,KWPHR1  ","""03019099""","""FI TX1 PREV HOUR DEMAND""",019,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,393024.0,1,,10,1
3886,3886,2,"GC,CALI    ","""04022009""","""GREEN COVE  CALI DEMAND""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3887,3887,2,"GC,CDY     ","""04022010""","""GC CUR DAY DEMAND""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3888,3888,2,"GC,CHR     ","""04022011""","""GC CUR HOUR DEMAND""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3889,3889,2,"GC,CMT     ","""04022012""","""GC CUR MONTH DEMAND""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3890,3890,2,"GC,MUL     ","""04022013""","""GREEN COVE  MULTIPLIER""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3891,3891,2,"GC,PDY     ","""04022014""","""GC PREV DAY DEMAND""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3892,3892,2,"GC,PHR     ","""04022015""","""GC PREVIOUS H0UR DEMAND""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3893,3893,2,"GC,PMT     ","""04022016""","""GC PREV MONTH DEMAND""",022,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3894,3894,1,"FI,KWPHR2  ","""03019100""","""FI TX2 PREV HOUR DEMAND""",019,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,294768.0,1,,10,1
3895,3895,2,"WH,CALI    ","""04021016""","""WACAHOOTA CALC DEMAND""",021,5,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3896,3896,2,"BC,NBUSW   ","""04007078""","""BC NORTH BUSS WATTS""",007,3,300000  ,340000  ,0,0,380000  ,-10,-1000  ,0,0,-2000  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
3897,3897,2,"BC,SBUSWA  ","""04007079""","""BC SOUTH BUSS WATTS AVG""",007,3,300000  ,340000  ,0,0,380000  ,-10,-1000  ,0,0,-2000  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
3898,3898,2,"BC,6W55CW  ","""04007080""","""BC 6W55 CALC WATTS""",007,3,300000  ,340000  ,0,0,380000  ,-10,-1000  ,0,0,-2000  ,0.0,0.0,0.0,1.0,1.0,1.0,1,,3,1
3899,3899,2,"MI,MUL1    ","""04011025""","""MI TX1 MULTIPLIER""",011,3,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,1.0,1,,10,1
3900,3900,1,"FI,KWPHR3  ","""03019101""","""FI TX3 PREV HOUR DEMAND""",019,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,294768.0,1,,10,1
3901,3901,1,"DB,KWPHR1  ","""03014095""","""DB TX1 PREV HOUR DEMAND""",014,4,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,196512.0,1,,10,1
3902,3902,1,"RV,KVA1M   ","""03031063""","""TX1 KVA METER""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,8,1
3903,3903,1,"RV,TX1W    ","""03031064""","""TX1 WATTS""",031,6,18000  ,19000  ,0,0,20000  ,-10,-500  ,0,0,-1000  ,0.0,0.0,0.0,1.0,1.0,65504.0,1,,3,1
3904,3904,1,"RV,MV1     ","""03031065""","""TX1 VARS LAG""",031,6,999995,999996,0,0,999999,-999995,-999996,0,0,-999999,0.0,0.0,0.0,1.0,1.0,65504.0,1,,4,1
3905,3905,1,"RD,RATAP1  ","""03036065""","""RD TX1 REG A TAP POS""",036,5,15  ,16  ,0,0,16.5  ,-15,-16  ,0,0,-16.5  ,0.0,0.0,0.0,1.0,1.0,15.9922,1,,9,1
