* 
	5	ANALOG	0	1	3	4	5	10	23	24	42	77,4	77,1	77,0	78,0	78,1	78,4	91,1	91,2	91,3	91,4	91,5	66
*	record	OrderNo	Type	Key	Name	Stn	AOR	pUNIT	pScale EU_Hi	AlarmGrp	77,4	77,1	77,0	78,0	78,1	78,4	NomPairInactive91,1	91,2	91,3	91,4	91,5	ICAddress
	2840	2840	1	"03064014"	"SN TX1 LS C AMPS"	064	3	1	1637.6	1	649  	599  	549  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2841	2841	1	"03035006"	"AC TXA AMPS C/S TRIP"	035	5	1	818.8	1	831  	800  	775  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2842	2842	1	"03035007"	"AC TXB AMPS C/S TRIP"	035	5	1	818.8	1	831  	800  	775  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2843	2843	1	"03035008"	"AC TXC AMPS C/S TRIP"	035	5	1	818.8	1	831  	800  	775  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2844	2844	1	"03035009"	"ACHER WATTS"	035	5	3	32752.0	1	33000  	31000  	29000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2845	2845	1	"03035010"	"AC POWER FACTOR METER"	035	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2846	2846	1	"03035011"	"AC FREQUENCY"	035	5	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2847	2847	1	"03035012"	"AC KVA METER"	035	5	10	32752.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2848	2848	1	"03035013"	"AC VARS LAG"	035	5	4	32752.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2849	2849	1	"03035014"	"AC VARS LEAD"	035	5	4	32752.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2850	2850	1	"03035015"	"AC TX TEMP"	035	5	13	249.9978	1	120  	80  	60  	-5	-10  	-300  	0.0	0.0	0.0	1.0	1.0	
	2851	2851	1	"03035016"	"AC TX AMBIENT TEMP"	035	5	13	249.9978	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2852	2852	1	"03035017"	"AC LD TAP CHGR POS"	035	5	11	15.9666	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	2853	2853	1	"03036055"	"RD FDR 5 WATTS"	036	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2854	2854	1	"03036056"	"RD FDR 6 WATTS"	036	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2855	2855	1	"03036057"	"RD FDR 1 POWER FACTOR"	036	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2856	2856	1	"03035018"	"AC BRK 1 A AMPS BKR TRIP"	035	5	1	600.0001	1	210  	200  	180  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2857	2857	2	"04064008"	"PREV MONTH TOTAL"	064	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2858	2858	1	"03035019"	"AC BRK 1 B AMPS BKR TRIP"	035	5	1	600.0001	1	210  	200  	180  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2859	2859	1	"03035020"	"AC BRK 1 C AMPS BKR TRIP"	035	5	1	600.0001	1	210  	200  	180  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2860	2860	1	"03035021"	"AC BRK 2 A AMPS BKR TRIP"	035	5	1	600.0001	1	420  	400  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2861	2861	1	"03035022"	"AC BRK 2 B AMPS BKR TRIP"	035	5	1	600.0001	1	420  	400  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2862	2862	1	"03035023"	"AC BRK 2 C AMPS BKR TRIP"	035	5	1	600.0001	1	420  	400  	380  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2863	2863	1	"03035024"	"AC BRK 3 A AMPS BKR TRIP"	035	5	1	600.0001	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2864	2864	1	"03035025"	"AC BRK 3 B AMPS BKR TRIP"	035	5	1	600.0001	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2865	2865	1	"03035026"	"AC BRK 3 C AMPS BKR TRIP"	035	5	1	600.0001	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2866	2866	1	"03035027"	"AC BRK 4 A AMPS BKR TRIP"	035	5	1	600.0001	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2867	2867	1	"03035028"	"AC BRK 4 B AMPS BKR TRIP"	035	5	1	600.0001	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2868	2868	1	"03035029"	"AC BRK 4 C AMPS BKR TRIP"	035	5	1	600.0001	1	480  	460  	440  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2869	2869	1	"03035030"	"ARCHER DC VOLTS"	035	5	5	150.0	1	140  	136.5  	135  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2870	2870	1	"03038058"	"TX1 KVA METER"	038	1	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2871	2871	1	"03035031"	"ARCHER FDR 2 WATTS"	035	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2872	2872	1	"03035032"	"ARCHER FDR 3 WATTS"	035	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2873	2873	1	"03035033"	"ARCHER FDR 4 WATTS"	035	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2874	2874	2	"04035020"	"CHANNEL FIVE RETRY COUNT"	035	5	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2875	2875	2	"04067131"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2876	2876	1	"03035034"	"AC FDR 1 POWER FACTOR"	035	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2877	2877	1	"03035035"	"AC FDR 2 POWER FACTOR"	035	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2878	2878	1	"03035036"	"AC FDR 3 POWER FACTOR"	035	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2879	2879	1	"03035037"	"AC FDR 4 POWER FACTOR"	035	5	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2880	2880	1	"03056017"	"SA TX1 C AMPS"	056	6	1	1637.6	1	690  	650  	600  	10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2881	2881	1	"03056018"	"SA TX1 WATTS"	056	6	3	65504.0	1	20000  	18000  	17000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2882	2882	1	"03039012"	"BN TX1 REG A VOLTS"	039	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2883	2883	1	"03039013"	"BN REG B PH VOLTS"	039	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2884	2884	1	"03039014"	"BN REG C PH VOLTS"	039	3	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2885	2885	1	"03039015"	"BN TX1 LS B AMPS"	039	3	1	1228.2	1	799  	775  	750  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2886	2886	1	"03039016"	"BN TX1 LS C AMPS"	039	3	1	1228.2	1	799  	775  	750  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2887	2887	1	"03039017"	"BN TX1 WATTS"	039	3	3	49128.0	1	30000  	28000  	27000  	-10	-500  	-1000  	0.0	0.0	0.0	1.0	1.0	
	2888	2888	1	"03056019"	"SA TX1 POWER FACTOR"	056	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2889	2889	1	"03056020"	"SA TX1 FREQUENCY"	056	6	9	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2890	2890	1	"03056021"	"SA TX1 KVA METER"	056	6	10	65504.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2891	2891	1	"03056022"	"SA TX1 VARS LAG"	056	6	4	65504.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2892	2892	1	"03056023"	"SA TX1 VARS LEAD"	056	6	4	65504.0	1	5400  	5000  	4000  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2893	2893	1	"03056024"	"SA DC VOLTS"	056	6	5	149.9835	1	140  	136.5  	135  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2894	2894	2	"04056008"	"SA BRK 1 AMP TOTAL"	056	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2895	2895	1	"03036058"	"RD FDR 2 POWER FACTOR"	036	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2896	2896	2	"04064009"	"CURRENT MONTH DEMAND"	064	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2897	2897	1	"03064015"	"SN LTC1 TAP POS"	064	3	11	15.9922	1	16.5  	16  	15  	-15	-16  	-16.5  	0.0	0.0	0.0	1.0	1.0	
	2898	2898	2	"04056009"	"SA BRK 2 AMP TOTAL"	056	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2899	2899	2	"04056010"	"SA BRK 3 AMP TOTAL"	056	10	1	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2900	2900	2	"04056011"	"MULTIPLIER"	056	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2901	2901	2	"04056012"	"SA REGULATOR STAGE"	056	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2902	2902	2	"04056013"	"SA CALC DEMAND"	056	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2903	2903	2	"04071001"	"WBOARD RETRIES"	071	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2904	2904	1	"03064016"	"SANDERSON 1A AMP BKR TRP"	064	3	1	600.0001	1	516  	466  	416  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2905	2905	1	"03064017"	"SANDERSON 1B AMP BKR TRP"	064	3	1	600.0001	1	516  	466  	416  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2906	2906	1	"03064018"	"SANDERSON 1C AMP-BKR TRP"	064	3	1	600.0001	1	516  	466  	416  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2907	2907	1	"03064019"	"SANDERSON 2A AMP-BKR TRP"	064	3	1	600.0001	1	516  	466  	416  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2908	2908	1	"03064020"	"SANDERSON 2B AMP-BKR TRP"	064	3	1	600.0001	1	516  	466  	416  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2909	2909	1	"03064021"	"SANDERSON 2C AMP-BKR TRP"	064	3	1	600.0001	1	516  	466  	416  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2910	2910	1	"03064022"	"SANDERSON 3A AMP-BKR TRP"	064	3	1	600.0001	1	312  	290  	270  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2911	2911	1	"03064023"	"SANDERSON 3B AMP-BKR TRP"	064	3	1	600.0001	1	312  	290  	270  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2912	2912	1	"03064024"	"SANDERSON 3C AMP-BKR TRP"	064	3	1	600.0001	1	312  	290  	270  	-10	-20  	-30  	0.0	0.0	0.0	1.0	1.0	
	2913	2913	1	"03064025"	"SANDERSON DC VOLTS"	064	3	5	150.0	1	140  	136.5  	135  	128.5	126.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2914	2914	2	"04067132"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2915	2915	2	"04067133"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2916	2916	2	"04067134"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2917	2917	2	"04067135"	"DB POLE ERROR"	067	3	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2918	2918	2	"04056014"	"CURRENT DAY DEMAND"	056	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2919	2919	2	"04056015"	"CURRENT HOUR DEMAND"	056	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2920	2920	2	"04019049"	"FI PERCENT ERROR"	019	4	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2921	2921	2	"04067136"	"MODEL"	067	10	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2922	2922	2	"04019050"	"FI PARITY ERROR"	019	4	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2923	2923	2	"04019051"	"FI POLE ERROR"	019	4	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2924	2924	2	"04056016"	"PREVIOUS DAY DEMAND"	056	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2925	2925	2	"04056017"	"PREVIOUS HOUR DEMAND"	056	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2926	2926	2	"04056018"	"PREV MONTH TOTAL"	056	6	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2927	2927	2	"04056019"	""	056	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2928	2928	1	"03056025"	"SA FDR 1 WATTS"	056	6	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2929	2929	1	"03056026"	"SA FDR 2 WATTS"	056	6	3	-20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2930	2930	1	"03056027"	"SA FDR 3 WATTS"	056	6	3	-20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2931	2931	1	"03056028"	"SA FDR 1 POWER FACTOR"	056	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2932	2932	1	"03056029"	"SA FDR 2 POWER FACTOR"	056	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2933	2933	1	"03056030"	"SA FDR 3 POWER FACTOR"	056	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2934	2934	2	"04002019"	"BY 1 PREV DAY DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2935	2935	2	"04002020"	"BY 2 PREV DAY DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2936	2936	1	"03069046"	"WE TX1 REG A VOLTS"	069	4	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2937	2937	1	"03069047"	"WE TX 1 REG B VOLTS"	069	4	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2938	2938	1	"03069048"	"WE TX1 REG C VOLTS"	069	4	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2939	2939	2	"04069013"	"WE 1 PREV DAY DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2940	2940	2	"04069014"	"WE 2 PREV DAY DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2941	2941	2	"04069015"	"WE PREV DAY DEMAND TOTAL"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2942	2942	2	"04069016"	"WE 1 PREVIOUS HR DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2943	2943	2	"04069017"	"WE 2 PREVIOUS HR DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2944	2944	2	"04069018"	"WE PREV HR DEMAND TOTAL"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2945	2945	2	"04069019"	"WESCONNETT 1 CALI DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2946	2946	2	"04069020"	"WESCONNETT 2 CALI DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2947	2947	2	"04069021"	"MULTIPLIER"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2948	2948	2	"04069022"	"MULTIPLIER"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2949	2949	2	"04069023"	"WE 1 CUR HR DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2950	2950	2	"04069024"	"WE 1 CUR HR DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2951	2951	2	"04069025"	"WE 2 CUR HR DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2952	2952	2	"04069026"	"WE 2 CUR HR DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2953	2953	2	"04069027"	""	069	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2954	2954	2	"04069028"	"WE 1 CUR MTH DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2955	2955	2	"04069029"	"WE 2 CUR MTH DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2956	2956	2	"04069030"	"WE 1 PREV MTH DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2957	2957	2	"04069031"	"WE 2 PREV MTH DEMAND"	069	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2958	2958	2	"04002021"	"BY PREV DAY DEMAND TOTAL"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2959	2959	2	"04002022"	"BY TX1 POWER FACTOR AVG"	002	4	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2960	2960	2	"04002023"	"BY TX2 POWER FACTOR AVG"	002	4	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2961	2961	1	"03031056"	"TX2 REG A VOLT"	031	6	5	204.7	1	150  	129  	127.5  	120	118.5  	-10  	0.0	0.0	0.0	1.0	1.0	
	2962	2962	2	"04069032"	"WE TX2 KVA AVERAGE"	069	4	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2963	2963	2	"04069033"	"WE TX2 POWER FACTOR AVG"	069	4	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2964	2964	1	"03069049"	"WE GEN1 DC VOLTS"	069	4	5	204.7	1	140  	30  	28  	22.5	20  	-10  	0.0	0.0	0.0	1.0	1.0	
	2965	2965	1	"03069050"	"WE GEN #2 WATTS"	069	4	3	1.0	1	1875  	1850  	100  	-100	-150  	-200  	0.0	0.0	0.0	1.0	1.0	
	2966	2966	1	"03069051"	"WE GEN #2 METER VARS"	069	4	4	1.0	1	1600  	1300  	1250  	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2967	2967	1	"03069052"	"WE GEN #2 PWR FACTOR"	069	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2968	2968	1	"03069053"	"WE GEN2 DC VOLTS"	069	4	5	204.7	1	140  	30  	28  	22.5	20  	-10  	0.0	0.0	0.0	1.0	1.0	
	2969	2969	2	"04069034"	"WE GEN1 KVA"	069	4	10	1.0	1	22000  	21000  	20000  	-1150	-1280  	-1385  	0.0	0.0	0.0	1.0	1.0	
	2970	2970	2	"04069035"	"WE GEN2 KVA"	069	4	10	1.0	1	22000  	21000  	20000  	-1150	-1280  	-1385  	0.0	0.0	0.0	1.0	1.0	
	2971	2971	2	"04069036"	"WE GENERATOR WATT TOTAL"	069	4	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2972	2972	2	"04002024"	"BY 1 PREVIOUS HR DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2973	2973	2	"04064010"	"SN KVA AVERAGE"	064	3	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2974	2974	2	"04002025"	"BY 2 PREVIOUS HR DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2975	2975	2	"04064011"	"SN POWER FACTOR AVG"	064	3	10	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2976	2976	2	"04064012"	"SANDERSON CALC DEMAND"	064	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2977	2977	2	"04064013"	"CURRENT HOUR DEMAND"	064	3	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2978	2978	2	"04064014"	"CURRENT DAY DEMAND"	064	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2979	2979	2	"04002026"	"BY PREV HR DEMAND TOTAL"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2980	2980	2	"04002027"	"BY 1 PREV MTH DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2981	2981	2	"04002028"	"BY 2 PREV MTH DEMAND"	002	4	7	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2982	2982	2	"04064015"	"SN REGULATOR STAGE"	064	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2983	2983	2	"04002029"	""	002	10	""	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2984	2984	2	"04002030"	"BY REGULATOR STAGE #1"	002	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2985	2985	1	"03017053"	"AL FDR 1 WATTS"	017	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2986	2986	1	"03017054"	"AL FDR 2 WATTS"	017	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2987	2987	1	"03017055"	"AL FDR 3 WATTS"	017	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2988	2988	2	"04002031"	"BY REGULATOR STAGE #2"	002	10	12	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2989	2989	2	"04002032"	"BY TX1 KVA AVERAGE"	002	4	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2990	2990	1	"03017056"	"AL FDR 4 WATTS"	017	5	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2991	2991	2	"04065030"	"SB WATT SUMMATION"	065	1	3	1.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2992	2992	1	"03022030"	"GC FDR 3 WATTS"	022	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2993	2993	1	"03022031"	"GC FDR 1 POWER FACTOR"	022	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2994	2994	1	"03022032"	"GC FDR 2 POWER FACTOR"	022	6	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2995	2995	1	"03022033"	"GC FDR 3 POWER FACTOR"	022	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2996	2996	1	"03012026"	"LA FDR 1 WATTS"	012	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2997	2997	1	"03012027"	"LA FDR 2 WATTS"	012	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2998	2998	1	"03012028"	"LA FDR 3 WATTS"	012	4	3	20470.0	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
	2999	2999	1	"03012029"	"LA FDR 1 POWER FACTOR"	012	4	6	204.7	1	999999	999996	999995	-999995	-999996	-999999	0.0	0.0	0.0	1.0	1.0	
